File_Name,Channel_1_mean,Channel_1_std,Channel_1_max,Channel_1_min,Channel_1_rms,Channel_1_peak_to_peak,Channel_2_mean,Channel_2_std,Channel_2_max,Channel_2_min,Channel_2_rms,Channel_2_peak_to_peak,Channel_3_mean,Channel_3_std,Channel_3_max,Channel_3_min,Channel_3_rms,Channel_3_peak_to_peak,Channel_4_mean,Channel_4_std,Channel_4_max,Channel_4_min,Channel_4_rms,Channel_4_peak_to_peak,Channel_5_mean,Channel_5_std,Channel_5_max,Channel_5_min,Channel_5_rms,Channel_5_peak_to_peak,Channel_6_mean,Channel_6_std,Channel_6_max,Channel_6_min,Channel_6_rms,Channel_6_peak_to_peak,Channel_7_mean,Channel_7_std,Channel_7_max,Channel_7_min,Channel_7_rms,Channel_7_peak_to_peak,Channel_8_mean,Channel_8_std,Channel_8_max,Channel_8_min,Channel_8_rms,Channel_8_peak_to_peak
2003.11.22.02.36,-0.11720126953125001,0.10218211672722893,0.452,-0.732,0.1554905867202055,1.184,-0.1163890625,0.09028813900193974,0.747,-0.566,0.1473036384956682,1.313,-0.11779638671875,0.09634390329329588,0.349,-0.676,0.15217797615220557,1.025,-0.11759931640624999,0.0803976652014547,0.288,-0.71,0.14245484824695331,0.998,-0.11493720703125002,0.11662337118039667,0.515,-0.94,0.16374239605436647,1.455,-0.115122802734375,0.12126132722362602,0.525,-0.774,0.16720517094113185,1.299,-0.11459228515625,0.16277953144805996,2.278,-2.38,0.19906925346667992,4.6579999999999995,-0.11389374999999999,0.16611528270582904,3.499,-3.223,0.20141021185009464,6.7219999999999995
2003.11.22.02.46,-0.11791826171875001,0.10292327361897856,0.51,-0.725,0.15651810342327419,1.2349999999999999,-0.11732485351562501,0.09068704065763895,0.562,-0.591,0.14828776279822664,1.153,-0.11815073242187499,0.09672085662311346,0.359,-0.625,0.15269092860328795,0.984,-0.117942822265625,0.08021002035576551,0.212,-0.52,0.14263294391357534,0.732,-0.11446640625,0.11417121336529498,0.701,-0.732,0.1616713460112637,1.4329999999999998,-0.11421767578125,0.12058434256544984,0.437,-0.813,0.1660911229801656,1.25,-0.11433574218749998,0.15932301901030665,1.829,-2.458,0.19610325425174616,4.287,-0.11439150390624997,0.1631002634683384,2.776,-3.245,0.19921624459208892,6.021
2003.11.22.02.56,-0.11840844726562501,0.10226721669373978,0.447,-0.715,0.1564581221737645,1.162,-0.11824282226562502,0.09039238288180285,0.454,-0.557,0.14883597649893196,1.0110000000000001,-0.11874077148437498,0.0968728766793036,0.337,-0.786,0.15324400493601087,1.123,-0.11879228515625,0.07878655785280689,0.266,-0.613,0.1425444797631164,0.879,-0.11523203124999999,0.11216873828745255,0.581,-0.769,0.16081121501624196,1.35,-0.11499780273437499,0.11795482966320263,0.454,-0.752,0.16473565635468654,1.206,-0.1166349609375,0.1571165472579642,1.562,-1.611,0.1956765789131552,3.173,-0.117025341796875,0.1570130763500375,1.77,-2.268,0.19582654765781407,4.038
2003.11.22.03.06,-0.11782895507812499,0.10409112543356099,0.464,-0.667,0.1572215794629609,1.131,-0.117926025390625,0.09264249395369434,0.571,-0.776,0.14996392616356316,1.347,-0.11705576171875001,0.09875735344459531,0.288,-0.823,0.153150469182884,1.111,-0.117529638671875,0.08130548286200709,0.244,-0.591,0.14291185223684433,0.835,-0.11402265625,0.11740749339895466,0.488,-0.842,0.16366333017671142,1.33,-0.115438623046875,0.1242022982126624,0.522,-0.828,0.16956499217782434,1.35,-0.11260229492187501,0.18269031623248114,3.938,-3.318,0.21460435332676006,7.256,-0.11384833984375001,0.1810559584898154,3.479,-3.643,0.21387544176422815,7.122
2003.11.22.03.16,-0.11754887695312499,0.10234546064270977,0.54,-0.774,0.15585997493618872,1.314,-0.11785532226562498,0.09152965182964645,0.583,-0.603,0.14922316894634902,1.186,-0.11688945312500001,0.09720516713462139,0.327,-0.674,0.1520262765758974,1.0010000000000001,-0.1169771484375,0.08109785433540206,0.254,-0.474,0.1423394366799834,0.728,-0.11468940429687499,0.10999972019245582,0.439,-0.823,0.1589138065128094,1.262,-0.115082861328125,0.11991410059985512,0.479,-0.671,0.16620305801681456,1.15,-0.11316083984375,0.1628569058615405,1.438,-2.837,0.19831224738007863,4.275,-0.11572822265625,0.15866019840826628,2.388,-3.147,0.19638248414287104,5.535
2003.11.22.03.26,-0.11890537109374999,0.10151615447596926,0.364,-0.83,0.15634582467891892,1.194,-0.11817109374999998,0.09133722620591897,0.5,-0.642,0.14935493392942364,1.142,-0.118544873046875,0.09606213422020622,0.305,-0.715,0.15258053793534948,1.02,-0.11880131835937499,0.07943681911232224,0.239,-0.586,0.14291242589295508,0.825,-0.115530859375,0.11689319805199948,0.823,-1.475,0.16435145030923823,2.298,-0.11483007812500001,0.12199360908591235,0.603,-0.837,0.16753622742559296,1.44,-0.11693754882812502,0.17757923780515703,2.434,-3.958,0.2126235547285169,6.392,-0.11471787109375,0.16732480487111068,2.861,-3.467,0.2028738038127089,6.328
2003.11.22.03.36,-0.11680419921874999,0.10112778813534791,0.496,-0.737,0.15449935432965814,1.233,-0.116369384765625,0.0910307094807395,0.488,-0.674,0.14774445430978747,1.162,-0.11709423828125001,0.09667022715585755,0.466,-0.596,0.15184266020137835,1.062,-0.11639916992187502,0.08025312791615412,0.359,-0.518,0.14138363165100873,0.877,-0.11485078125,0.11379366992849776,0.474,-0.872,0.16167776986812765,1.346,-0.1142279296875,0.12097997760642587,0.452,-0.745,0.16638562108050006,1.197,-0.1138001953125,0.15308233850853958,2.18,-2.295,0.19074770461634985,4.475,-0.11270180664062501,0.14939419004825305,1.819,-1.819,0.1871371722567015,3.638
2003.11.22.03.46,-0.11705517578124999,0.10216034512368002,0.471,-0.657,0.15536618130393998,1.1280000000000001,-0.11707548828125,0.09146136887687552,0.4,-0.583,0.14856598518209005,0.983,-0.11811337890625,0.09770053114414792,0.31,-0.537,0.15328458520836333,0.847,-0.117480859375,0.08000874601144536,0.303,-0.635,0.1421377914483425,0.938,-0.114981103515625,0.11708088185043707,1.14,-1.272,0.1640993207193341,2.412,-0.1153236328125,0.1206363634061686,0.444,-0.857,0.1668911994712049,1.301,-0.114018359375,0.15346152769748464,1.653,-2.122,0.19118218211384788,3.775,-0.11527026367187498,0.15220691211708992,2.488,-2.346,0.19092977186181082,4.834
2003.11.22.03.56,-0.11922763671875,0.10265727899922282,0.532,-0.696,0.15733323326323176,1.228,-0.11850971679687498,0.09253379504751959,0.471,-0.684,0.15035643052816822,1.155,-0.11862167968750001,0.0975777616522005,0.256,-0.762,0.15359857571259408,1.018,-0.11836381835937501,0.08057808779007174,0.308,-0.52,0.14318806419710975,0.8280000000000001,-0.11574599609375,0.11576800208276188,0.64,-0.664,0.1637051187897579,1.304,-0.11568974609375,0.12035495043443854,0.474,-0.981,0.1669414012320266,1.455,-0.11564833984375,0.15320019189306522,1.797,-2.268,0.19195009066079521,4.0649999999999995,-0.11652133789062499,0.15301771698944922,1.257,-2.483,0.1923321187334148,3.74
2003.11.22.04.06,-0.11670356445312499,0.10582026360966822,0.503,-0.684,0.15753618678413026,1.187,-0.11661962890625,0.09425445605275004,0.425,-0.598,0.1499467916696828,1.023,-0.1167162109375,0.10043337018431925,0.322,-0.61,0.15397901071960263,0.9319999999999999,-0.11660815429687502,0.08160632994936311,0.332,-0.552,0.14232728036581085,0.8840000000000001,-0.11431943359374999,0.11361020046491946,0.735,-0.72,0.1611713701216038,1.455,-0.114214208984375,0.1219288164965337,0.518,-0.696,0.16706741700933753,1.214,-0.11597749023437501,0.16178741395910892,2.131,-2.319,0.19906266741064388,4.449999999999999,-0.11417861328125001,0.15858884330965958,2.314,-2.004,0.19541539589583262,4.318
2003.11.22.04.16,-0.11767109375,0.1018215207808065,0.547,-0.73,0.15560883136389622,1.2770000000000001,-0.11680908203125,0.09031384285083577,0.613,-0.647,0.14765145395650106,1.26,-0.11687695312499999,0.09976770576380317,0.378,-0.75,0.15366787980953028,1.1280000000000001,-0.1165265625,0.08026313096852809,0.33,-0.627,0.14149420469028934,0.9570000000000001,-0.112868701171875,0.11772711592946995,0.493,-1.145,0.16309205231799886,1.638,-0.11265380859375,0.1192257938414974,0.515,-0.94,0.16402948060581213,1.455,-0.113290283203125,0.16473934775442267,3.308,-2.839,0.1999343416394414,6.147,-0.11562534179687498,0.16329771571397655,3.596,-2.708,0.20008838952584648,6.304
2003.11.22.04.26,-0.119269189453125,0.10333246814329562,0.435,-0.747,0.15780601549177592,1.182,-0.1173505859375,0.09217092403756148,0.515,-0.591,0.14922010339700378,1.1059999999999999,-0.1180806640625,0.09677545912783245,0.339,-0.649,0.15267132250309404,0.988,-0.11863452148437499,0.07876554081319598,0.232,-0.569,0.14240140486463562,0.8009999999999999,-0.11445234374999999,0.11164603260335468,0.498,-0.754,0.15988800951271329,1.252,-0.115345654296875,0.1185443906902502,0.442,-0.713,0.16540070292866615,1.155,-0.11465703125,0.15256872762719192,2.351,-2.844,0.19084928992491365,5.195,-0.11617905273437498,0.14678249254544184,1.35,-1.482,0.18719688141662344,2.832
2003.11.22.04.36,-0.11829135742187499,0.10259683270723245,0.537,-0.588,0.1565852972736126,1.125,-0.116985400390625,0.09168289243565034,0.466,-0.601,0.14863154668482018,1.067,-0.117243408203125,0.09882733018704783,0.317,-0.601,0.15333902947059622,0.9179999999999999,-0.117460986328125,0.07827829361560526,0.247,-0.593,0.1411544351430265,0.84,-0.11425581054687499,0.11689684262983104,1.172,-0.903,0.16346027670521934,2.075,-0.114919140625,0.12209065617418363,0.403,-0.928,0.1676679373256296,1.331,-0.11407480468750002,0.15492471700608323,1.543,-2.083,0.19239212302978062,3.6260000000000003,-0.11511440429687499,0.1516300382623896,2.051,-1.917,0.19037592962367414,3.968
2003.11.22.04.46,-0.11837958984375,0.10195924264896498,0.474,-0.667,0.15623512554200158,1.141,-0.117085498046875,0.09174709136571227,0.442,-0.674,0.14874993319982743,1.116,-0.11794863281250001,0.09766693540583886,0.291,-0.608,0.15313624735478615,0.899,-0.11752045898437499,0.07896108534840886,0.315,-0.515,0.14158358407420288,0.8300000000000001,-0.11390078125,0.11270525728164105,0.457,-0.859,0.16023689646358372,1.316,-0.114027197265625,0.11991482488460557,0.43,-0.72,0.16547436944542007,1.15,-0.115057568359375,0.15399599685450308,1.978,-2.183,0.19223165994181182,4.161,-0.114310595703125,0.15045888033907245,1.794,-2.244,0.1889571034994203,4.038
2003.11.22.04.56,-0.11845869140625001,0.10279731865806414,0.52,-0.793,0.15684307537462008,1.3130000000000002,-0.11943847656250002,0.09224679408821825,0.596,-0.625,0.15091395132036337,1.221,-0.1175548828125,0.09764266413290168,0.352,-0.686,0.15281767022184067,1.038,-0.117949462890625,0.07797207930457352,0.251,-0.566,0.14139208233584236,0.817,-0.11619946289062502,0.11780169094025514,0.637,-0.715,0.16546768132917414,1.3519999999999999,-0.11621894531249999,0.12156411917487263,0.444,-0.654,0.1681804932812141,1.098,-0.11605341796874999,0.15218550877174333,1.628,-2.004,0.19138658495919653,3.6319999999999997,-0.115439697265625,0.14603975197373137,1.636,-1.77,0.18615566835669584,3.4059999999999997
2003.11.22.05.06,-0.117686669921875,0.10165157592834097,0.461,-0.693,0.15550946969884383,1.154,-0.11754853515625,0.09187751690750358,0.488,-0.635,0.14919496047276112,1.123,-0.11799985351562499,0.0986658163221965,0.298,-0.513,0.15381452707801813,0.8109999999999999,-0.11703935546875002,0.07957637664959577,0.232,-0.52,0.1415295391401341,0.752,-0.11415961914062503,0.1133333654269367,0.623,-0.837,0.1608628930528359,1.46,-0.113459814453125,0.11847669637671611,0.488,-0.73,0.16404224175522025,1.218,-0.11433671875,0.15385816063225133,3.494,-2.583,0.19169042450695403,6.077,-0.11515249023437499,0.14894021464246668,2.9,-1.985,0.18826386680646362,4.885
2003.11.22.05.16,-0.11709819335937502,0.10360891045108547,0.527,-0.723,0.15635470320041744,1.25,-0.11713076171874999,0.09382719473417828,0.42,-0.708,0.15007717285616756,1.128,-0.11834604492187499,0.09829304246116008,0.381,-0.703,0.15384182963330187,1.084,-0.116731201171875,0.07996517163693438,0.242,-0.532,0.14149417656551497,0.774,-0.11386274414062499,0.11522881176693481,0.559,-0.789,0.16199507265485924,1.348,-0.11405654296874998,0.11994699645736313,0.471,-0.933,0.16551790523422233,1.404,-0.11456279296875001,0.1594143789047096,2.263,-2.405,0.19630990228303563,4.667999999999999,-0.1143103515625,0.15179575372808163,2.019,-1.824,0.19002317575553448,3.843
2003.11.22.05.26,-0.118374609375,0.10342878314783155,0.422,-0.686,0.15719434254490522,1.108,-0.1169259765625,0.09305164680786526,0.549,-0.608,0.14943323916970414,1.157,-0.11884843750000003,0.09755644538738122,0.327,-0.757,0.1537602391153594,1.084,-0.11912128906250001,0.0794799824684308,0.237,-0.535,0.14320247596006763,0.772,-0.11503486328124998,0.11724072605989619,0.649,-0.854,0.16425105058168576,1.5030000000000001,-0.11580703125,0.12048303972226869,0.53,-0.684,0.167115024302593,1.214,-0.11520512695312501,0.1518312448644011,1.648,-1.575,0.19059104961503143,3.223,-0.113659716796875,0.14581715085247104,1.411,-1.367,0.18488150990588034,2.778
2003.11.22.05.36,-0.117677001953125,0.10344392832364468,0.583,-0.754,0.1566796830980428,1.337,-0.11656772460937499,0.09087996624636138,0.391,-0.688,0.14780799263080086,1.079,-0.11751357421875,0.09926307775201756,0.308,-0.669,0.15382652154446175,0.9770000000000001,-0.11709560546875,0.08012747985281389,0.234,-0.552,0.14188655273723527,0.786,-0.11434824218749999,0.11264048960854993,0.54,-0.83,0.16050981400096692,1.37,-0.11394057617187503,0.11923748392315345,0.476,-0.823,0.1649243234659555,1.299,-0.11389785156249999,0.1620086541479242,2.576,-2.317,0.19803919967868736,4.893000000000001,-0.11302333984374999,0.15753862262732335,2.441,-2.856,0.19388835181296993,5.297
2003.11.22.05.46,-0.11748247070312501,0.10049033538218365,0.479,-0.789,0.15459766630752994,1.268,-0.11671337890625,0.09010518797011562,0.447,-0.576,0.14744815263286193,1.023,-0.11774384765624998,0.09627133139859467,0.278,-0.542,0.15209136369352552,0.8200000000000001,-0.11761826171875,0.07836344473794607,0.366,-0.554,0.1413325332714924,0.92,-0.11476372070312499,0.11585887024596775,0.818,-0.764,0.16307663659855412,1.5819999999999999,-0.1148962890625,0.12045714351473284,0.43,-0.752,0.16646645507147229,1.182,-0.11330917968750001,0.17267842791302737,2.974,-3.486,0.20653525042463997,6.460000000000001,-0.11170209960937501,0.16530247215416694,2.622,-2.988,0.1995050534633694,5.609999999999999
2003.11.22.05.56,-0.11907050781250002,0.10136370404340193,0.374,-0.679,0.156372588160857,1.053,-0.11867573242187501,0.09147925544466161,0.642,-0.613,0.1498411947448969,1.255,-0.11873374023437502,0.09796042854548632,0.276,-0.522,0.15392838149886257,0.798,-0.11867968749999999,0.07838869583222662,0.32,-0.481,0.1422309947211753,0.8009999999999999,-0.115469921875,0.11682818528316015,0.547,-1.279,0.16426237467653693,1.826,-0.11519946289062499,0.12027159332868625,0.466,-0.898,0.16654180379745312,1.364,-0.1147958984375,0.1589876823758359,1.99,-2.28,0.19609992719354208,4.27,-0.112972998046875,0.1575048712769629,1.526,-2.305,0.19383158350400967,3.8310000000000004
2003.11.22.06.06,-0.11796127929687499,0.10523218012152473,0.481,-0.852,0.15807806662052892,1.333,-0.11748525390625,0.09336862468474873,0.437,-0.652,0.1500682676682099,1.089,-0.1172720703125,0.09833704199998877,0.305,-0.796,0.15304545829487232,1.101,-0.117535400390625,0.079609701095602,0.254,-0.574,0.1419587082693965,0.828,-0.1138662109375,0.11406153540216464,0.498,-0.806,0.16116931423680658,1.304,-0.11451572265625001,0.1202761939817501,0.649,-1.067,0.1660729164379874,1.716,-0.114299560546875,0.16186742519620997,1.66,-1.672,0.1981551232768393,3.332,-0.1131232421875,0.159231650749547,2.844,-1.79,0.19532431114287208,4.634
2003.11.22.06.16,-0.11834370117187501,0.10340710129396373,0.54,-0.83,0.15715680133254853,1.37,-0.11710107421875,0.09115068942383159,0.452,-0.664,0.14839511368513789,1.116,-0.11739628906249999,0.09895597429923164,0.254,-0.654,0.1535388339644282,0.908,-0.116585400390625,0.07931557957806608,0.264,-0.513,0.14100750599896048,0.777,-0.114117041015625,0.11591831050185206,0.513,-0.752,0.16266454364662764,1.2650000000000001,-0.11428012695312499,0.12129218135315137,0.459,-0.864,0.16664855437065193,1.323,-0.11454809570312499,0.15447242981685144,1.377,-1.123,0.19230964043108806,2.5,-0.1134015625,0.14907744709356138,1.624,-1.921,0.18730723320089646,3.545
2003.11.22.06.26,-0.117554931640625,0.10375825320192537,0.496,-0.857,0.15679584516353381,1.353,-0.118671240234375,0.09241299631393644,0.354,-0.649,0.15040952478644554,1.0030000000000001,-0.11882133789062502,0.09757405472779405,0.317,-0.669,0.15375046827291494,0.986,-0.1180015625,0.07812613747609436,0.264,-0.505,0.14152053599875533,0.769,-0.115546533203125,0.11413801645159581,0.417,-0.645,0.162414556412797,1.062,-0.1155611328125,0.12045697483424003,0.435,-0.767,0.16692590632710372,1.202,-0.11465854492187502,0.16164469246402433,1.777,-1.392,0.19818069665179458,3.1689999999999996,-0.11400053710937501,0.160020304649448,2.649,-1.907,0.1964754955747106,4.556
2003.11.22.06.36,-0.11793769531249998,0.10265994345030424,0.386,-0.725,0.15635972616004337,1.111,-0.11768623046875,0.09193729916833951,0.542,-0.718,0.1493402685825645,1.26,-0.11751879882812499,0.0977152943410936,0.281,-0.535,0.15283634000515675,0.8160000000000001,-0.11737817382812499,0.07934115852272133,0.283,-0.498,0.14167799803410946,0.7809999999999999,-0.11412568359375,0.11522493721742383,0.605,-0.696,0.16217724196847103,1.301,-0.11546254882812498,0.12000527887049271,0.43,-0.923,0.16653188024721235,1.353,-0.11475185546875,0.15062437644604662,0.891,-1.467,0.18935599043410603,2.358,-0.114565771484375,0.14650914397354808,0.937,-1.321,0.18598452963532172,2.258
2003.11.22.06.46,-0.11817499999999999,0.103548311301718,0.422,-0.745,0.1571228290174203,1.167,-0.11766689453125001,0.09264693343614612,0.601,-0.703,0.14976298722898793,1.3039999999999998,-0.11698212890625,0.09758304542717838,0.352,-0.847,0.1523393226920786,1.1989999999999998,-0.11792646484375,0.07935143820325215,0.293,-0.635,0.1421383194478841,0.9279999999999999,-0.11404399414062501,0.11391836298790338,0.61,-0.793,0.16119375305944902,1.403,-0.11426455078125,0.11908647246031091,0.605,-0.732,0.16503931497761753,1.337,-0.1157189453125,0.1744960956999114,2.92,-2.917,0.20937946823590414,5.837,-0.115399462890625,0.1636156242828818,2.007,-2.803,0.20021765293030952,4.8100000000000005
2003.11.22.06.56,-0.11938193359375,0.10361669865427683,0.508,-0.823,0.15807740606612242,1.331,-0.119295556640625,0.09167430247437287,0.496,-0.588,0.15045134618327408,1.084,-0.11821206054687501,0.09907346893654898,0.303,-0.627,0.15423891696280603,0.9299999999999999,-0.118365869140625,0.07980925427233557,0.178,-0.527,0.14275852354560786,0.7050000000000001,-0.11552626953125,0.1162113607380932,0.532,-0.745,0.16386396588758081,1.2770000000000001,-0.115308837890625,0.12060265976745886,0.405,-0.679,0.16685661400936996,1.084,-0.11572041015625001,0.15752785918485346,2.078,-2.874,0.1954641648642885,4.952,-0.11563984375,0.15299937536373912,1.599,-2.407,0.1917847291215303,4.006
2003.11.22.07.06,-0.11748168945312498,0.10392214848613299,0.559,-0.723,0.15684948295335363,1.282,-0.117165673828125,0.09447283858293372,0.779,-0.608,0.15050884476839102,1.387,-0.11678984375000001,0.09816158192685076,0.352,-0.627,0.15256331069274567,0.979,-0.117179833984375,0.08043008496788492,0.283,-0.547,0.14212709826260042,0.8300000000000001,-0.11496708984375001,0.11495756856016642,0.581,-0.798,0.16258128525880908,1.379,-0.11502666015625,0.11914586022177215,0.466,-0.698,0.16561059312340953,1.164,-0.11453544921874999,0.15600001318732842,1.75,-2.195,0.1935313236718736,3.945,-0.11358984375,0.15360384673825095,1.416,-2.295,0.19104134195492214,3.711
2003.11.22.07.16,-0.11695361328125001,0.10160034389470503,0.41,-0.706,0.1549218433245051,1.1159999999999999,-0.117084130859375,0.09237301462116318,0.522,-0.637,0.1491357352524769,1.159,-0.1176138671875,0.09754261349956803,0.278,-0.598,0.15279915969377908,0.876,-0.117145751953125,0.0784150011091391,0.298,-0.635,0.14096822194952086,0.933,-0.1141447265625,0.11369012826608828,0.496,-0.664,0.1611038915333441,1.1600000000000001,-0.11359384765625,0.12030842883225666,0.452,-0.781,0.16546202063747892,1.233,-0.11467158203125001,0.15031569757850577,1.182,-1.462,0.1890618434905957,2.644,-0.11471240234374999,0.14684000647790735,1.15,-1.562,0.18633551125297143,2.7119999999999997
2003.11.22.07.26,-0.118490771484375,0.10527252863842612,0.483,-0.64,0.1585003729108882,1.123,-0.11864443359374999,0.09310845930217349,0.427,-0.703,0.1508167325478385,1.13,-0.11868886718749998,0.09833479847390869,0.356,-0.632,0.1541323450323009,0.988,-0.11803818359375003,0.07950147224352622,0.212,-0.522,0.1423147809435127,0.734,-0.115514013671875,0.11709167873678407,0.5,-0.747,0.1644808456446658,1.2469999999999999,-0.11579643554687499,0.12216170770372994,0.413,-0.688,0.1683220048432561,1.101,-0.11604174804687499,0.15006708872510557,1.074,-1.855,0.189699284153112,2.9290000000000003,-0.11452861328125001,0.14626490629707672,1.06,-1.477,0.18576928183695698,2.537
2003.11.22.07.36,-0.118005908203125,0.10417149844434423,0.457,-0.762,0.15740741869106542,1.219,-0.11719702148437498,0.09334757326512469,0.635,-0.635,0.1498296074856264,1.27,-0.11707319335937501,0.10080750367422565,0.469,-0.771,0.15449364194163664,1.24,-0.11757314453125,0.08031763007371917,0.229,-0.569,0.14238808242133538,0.7979999999999999,-0.11431630859375001,0.11529553926607382,0.588,-0.645,0.16236157114648853,1.233,-0.11339545898437502,0.1227850617762389,0.601,-0.73,0.16713677486918274,1.331,-0.11374311523437501,0.15269040040373055,2.258,-2.302,0.19039919810406733,4.5600000000000005,-0.11458271484375,0.1494624420254914,1.714,-1.819,0.18833008287893757,3.533
2003.11.22.07.46,-0.11726713867187502,0.10325981989383923,0.408,-0.659,0.15625035109335556,1.067,-0.117235595703125,0.09275427999588642,0.481,-0.786,0.14949094072023855,1.267,-0.116939697265625,0.09740227738082335,0.295,-0.601,0.15219098670928866,0.8959999999999999,-0.1163720703125,0.07836951324750784,0.237,-0.444,0.14030053227079628,0.681,-0.113550341796875,0.11243138491257562,0.408,-0.735,0.1597951702510025,1.143,-0.11461391601562501,0.11856889484144918,0.454,-0.786,0.16490886140034858,1.24,-0.11490527343750001,0.15354301365579404,1.382,-1.689,0.19177768093876305,3.0709999999999997,-0.1148388671875,0.14986064136118424,1.091,-1.885,0.18880195244248338,2.976
2003.11.22.07.56,-0.11940649414062499,0.10465358520986877,0.459,-0.784,0.15877746609715868,1.243,-0.11921118164062501,0.0929561686968597,0.457,-0.562,0.1511692929366051,1.0190000000000001,-0.1179255859375,0.0987125454565733,0.4,-0.698,0.15378754972109657,1.0979999999999999,-0.11785991210937499,0.07958803323104564,0.212,-0.564,0.14221537861994962,0.7759999999999999,-0.115042529296875,0.11714219164889217,0.581,-0.864,0.1641861035877523,1.4449999999999998,-0.11510112304687499,0.12212102483098485,0.437,-0.881,0.16781481827425693,1.318,-0.114968994140625,0.14861160238961343,1.06,-1.294,0.1878916655376593,2.354,-0.115779150390625,0.1491291187116576,1.089,-1.787,0.18879699603778294,2.876
2003.11.22.08.06,-0.117992333984375,0.10355276758085262,0.566,-0.764,0.15698842808543048,1.33,-0.11703969726562499,0.09289765630614141,0.632,-0.613,0.1494264544289368,1.245,-0.11719282226562502,0.09874188493774186,0.31,-0.693,0.15324528518568076,1.003,-0.11802612304687501,0.07988911352721688,0.269,-0.479,0.1425217042476009,0.748,-0.115355029296875,0.11660772656068501,0.486,-0.967,0.16402482945497726,1.4529999999999998,-0.115462158203125,0.1202383466028191,0.505,-0.696,0.1666996399837238,1.201,-0.11509921875,0.15089586841546854,1.306,-1.855,0.18978248934429845,3.161,-0.11359975585937501,0.1523859823191171,1.372,-1.709,0.19006944030714637,3.0810000000000004
2003.11.22.08.16,-0.11752387695312501,0.10212944602952354,0.405,-0.752,0.15569934296711282,1.157,-0.116620068359375,0.09373636274560998,0.505,-0.662,0.1496220105630247,1.167,-0.11688349609375001,0.09820442844741564,0.315,-0.662,0.1526625737559185,0.9770000000000001,-0.11685908203124999,0.07870228319691452,0.266,-0.52,0.14089036316793901,0.786,-0.11383696289062499,0.11438164867524245,0.547,-0.645,0.1613753874474919,1.1920000000000002,-0.11365429687499999,0.12203983052857421,0.496,-0.732,0.16676636181674576,1.228,-0.11421904296875,0.14945242458886487,1.572,-1.521,0.18810108184746704,3.093,-0.11362382812499998,0.1490195050631014,1.404,-1.594,0.1873958036003775,2.998
2003.11.22.08.26,-0.11823779296875,0.10200799216837259,0.459,-0.715,0.15615955350968366,1.174,-0.117891455078125,0.09224250946274343,0.581,-0.559,0.1496899319674569,1.1400000000000001,-0.11838408203125002,0.0977609960274266,0.269,-0.679,0.15353176616797012,0.9480000000000001,-0.118123388671875,0.07943705718701145,0.215,-0.542,0.14234950300531216,0.757,-0.11538496093750002,0.11429358760821996,0.62,-0.686,0.16240909266080594,1.306,-0.11497988281249998,0.11811366837838357,0.63,-0.686,0.1648369258066135,1.316,-0.115070703125,0.1462390693734898,1.555,-1.157,0.18608366969969783,2.7119999999999997,-0.11457978515625,0.14551607742988004,1.743,-1.775,0.18521192174649895,3.518
2003.11.22.08.36,-0.11646718749999999,0.10545136800053186,0.469,-0.752,0.15711332463334787,1.221,-0.117070458984375,0.09408242919268796,0.542,-0.813,0.1501898660017026,1.355,-0.117290576171875,0.09804124355869429,0.283,-0.625,0.15286976384251277,0.9079999999999999,-0.117283642578125,0.0793597485717555,0.222,-0.535,0.14161010737149246,0.757,-0.11466796875,0.11381339926785981,0.522,-0.728,0.16156185474967863,1.25,-0.114645947265625,0.12036919073542826,0.432,-0.825,0.16623006738473753,1.257,-0.11480141601562499,0.15507835584978655,1.694,-1.775,0.1929473025783611,3.469,-0.11289814453125,0.1482410030880702,1.228,-1.519,0.18633675438612815,2.747
2003.11.22.08.46,-0.11755273437500002,0.10343794775367472,0.464,-0.933,0.1565824204517584,1.397,-0.1175087890625,0.09196188292457713,0.583,-0.62,0.14921562725790066,1.2029999999999998,-0.11732944335937501,0.09901203422893143,0.251,-0.605,0.1535238782768722,0.856,-0.11799409179687499,0.0799194963249113,0.261,-0.574,0.14251221558798696,0.835,-0.113372265625,0.11494724117716765,0.925,-0.72,0.16145011262674144,1.645,-0.113688134765625,0.12110661567072302,0.642,-0.803,0.16610780940612974,1.445,-0.114976513671875,0.15246036877825583,1.814,-1.553,0.19095487096206953,3.367,-0.11591328125,0.14998637600685905,1.543,-1.853,0.18955685626695887,3.396
2003.11.22.08.56,-0.11804716796874999,0.10397541740055782,0.464,-0.872,0.15730868154384392,1.336,-0.11866435546875001,0.09228692222966178,0.522,-0.608,0.15032666188483498,1.13,-0.11803925781250002,0.09850063412825273,0.342,-0.564,0.1537388737717099,0.9059999999999999,-0.117830029296875,0.07951407763157858,0.281,-0.486,0.14214923265956494,0.767,-0.11521206054687498,0.11602515007637929,0.498,-0.693,0.16351041051169532,1.1909999999999998,-0.116003076171875,0.12258730004823212,0.554,-0.784,0.16877310157265324,1.338,-0.11558388671875,0.14010507215753618,0.889,-1.05,0.18162892421990845,1.939,-0.11528085937500002,0.13886183353723938,1.069,-1.106,0.18047793591340325,2.175
